latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,sensor,brightness,bright_t31,province
3.05313,112.78733,305.63,0.39,0.59,2026-03-25,1840,N,VIIRS,n,2.0,281.59,1.59,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.66015,111.61303,300.91,0.33,0.55,2026-03-25,1840,N,VIIRS,n,2.0,289.38,0.44,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.63999,113.26906,308.82,0.42,0.61,2026-03-25,1840,N,VIIRS,n,2.0,272.06,1.88,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.63935,113.27286,322.04,0.42,0.61,2026-03-25,1840,N,VIIRS,n,2.0,272.61,1.88,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.63871,113.27669,301.6,0.42,0.61,2026-03-25,1840,N,VIIRS,n,2.0,270.04,1.57,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.63433,113.2681,298.19,0.42,0.61,2026-03-25,1840,N,VIIRS,n,2.0,271.18,1.88,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.6337,113.27187,321.28,0.42,0.61,2026-03-25,1840,N,VIIRS,n,2.0,270.28,1.88,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.63306,113.27568,298.09,0.42,0.61,2026-03-25,1840,N,VIIRS,n,2.0,268.18,1.57,N,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
1.1342,109.18159,313.59,0.47,0.48,2026-03-25,1840,N,VIIRS,n,2.0,286.39,2.28,N,0,VIIRS_SNPP_SP,,,Kalimantan Barat
3.2564,113.18742,340.65,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,298.28,4.03,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.54649,113.34985,303.01,0.41,0.61,2026-03-25,1839,N,VIIRS,n,2.0,290.43,1.0,N,2,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.19262,113.61507,333.62,0.4,0.37,2026-03-25,600,N,VIIRS,n,2.0,301.72,5.52,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
0.37731,109.10233,332.83,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,297.78,4.62,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.3766,109.09783,332.4,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,298.31,4.62,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.34062,109.09187,336.94,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,298.88,6.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.33754,109.09694,341.05,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,298.49,6.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.33686,109.09243,339.42,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,299.18,6.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.31883,116.94366,333.07,0.51,0.41,2026-03-25,600,N,VIIRS,n,2.0,301.26,7.51,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.06951,109.28114,329.65,0.49,0.4,2026-03-25,600,N,VIIRS,l,2.0,295.14,5.61,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.06939,109.28466,334.94,0.49,0.4,2026-03-25,600,N,VIIRS,l,2.0,294.67,10.55,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.04891,109.35101,330.8,0.49,0.4,2026-03-25,600,N,VIIRS,l,2.0,290.58,10.26,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.00981,109.75594,344.9,0.47,0.39,2026-03-25,600,N,VIIRS,n,2.0,293.9,7.88,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.15402,109.36052,334.64,0.49,0.4,2026-03-25,600,N,VIIRS,l,2.0,294.39,6.85,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.15708,109.3655,332.61,0.49,0.4,2026-03-25,600,N,VIIRS,n,2.0,290.76,10.88,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.15775,109.36109,339.42,0.49,0.4,2026-03-25,600,N,VIIRS,n,2.0,299.39,10.88,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.16073,109.31618,333.67,0.49,0.41,2026-03-25,600,N,VIIRS,l,2.0,297.02,7.81,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.18591,109.35174,336.2,0.49,0.4,2026-03-25,600,N,VIIRS,l,2.0,291.43,11.21,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.25115,110.2177,331.61,0.45,0.39,2026-03-25,600,N,VIIRS,n,2.0,286.38,3.23,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.38046,109.49124,329.13,0.49,0.4,2026-03-25,600,N,VIIRS,l,2.0,296.66,5.54,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.38036,109.09727,341.74,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,297.23,4.62,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.80789,109.41879,343.24,0.5,0.41,2026-03-25,600,N,VIIRS,n,2.0,301.17,14.48,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.38107,109.10178,330.18,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,297.78,4.62,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.38623,109.1102,331.25,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,299.33,13.31,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.74551,108.9164,346.52,0.51,0.41,2026-03-25,600,N,VIIRS,n,2.0,299.18,8.92,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.63484,116.84413,337.78,0.51,0.41,2026-03-25,600,N,VIIRS,n,2.0,302.94,9.53,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.62333,117.105,333.71,0.53,0.42,2026-03-25,600,N,VIIRS,n,2.0,299.47,3.47,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.62216,117.10283,335.95,0.53,0.42,2026-03-25,600,N,VIIRS,n,2.0,299.01,6.21,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.59725,108.97929,341.9,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,300.09,28.5,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.57724,117.22297,334.56,0.54,0.42,2026-03-25,600,N,VIIRS,n,2.0,299.07,5.65,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.57317,108.97366,345.47,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,301.37,25.07,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.57154,108.98788,335.17,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,298.25,12.13,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.57128,108.98646,347.18,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,298.77,16.54,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.56848,110.51833,334.85,0.43,0.38,2026-03-25,600,N,VIIRS,n,2.0,299.55,9.46,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.56788,110.5144,330.01,0.43,0.38,2026-03-25,600,N,VIIRS,n,2.0,296.44,9.46,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.55076,112.11591,339.3,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,299.33,3.85,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.44114,108.99091,339.7,0.51,0.41,2026-03-25,600,N,VIIRS,l,2.0,297.27,9.22,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.41559,109.10115,353.76,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,300.87,18.06,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.40126,109.10794,346.69,0.5,0.41,2026-03-25,600,N,VIIRS,n,2.0,299.4,13.53,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.3975,109.10851,330.71,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,298.38,11.86,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.39165,109.09561,335.06,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,298.93,13.65,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.38413,109.09673,338.44,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,298.49,17.39,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.75028,117.07307,337.3,0.53,0.42,2026-03-25,600,N,VIIRS,n,2.0,297.76,10.39,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
-0.84644,110.14606,327.61,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,296.28,4.28,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-0.7107,114.47453,346.59,0.4,0.37,2026-03-25,559,N,VIIRS,n,2.0,294.13,9.36,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.336,109.0992,,1.3,1.1,2026-03-25,153,Terra,MODIS,68,61.03,,9.5,D,0,MODIS_SP,314.5,300.7,Kalimantan Barat
0.3944,109.1249,,1.3,1.1,2026-03-25,153,Terra,MODIS,28,61.03,,21.0,D,0,MODIS_SP,325.2,300.3,Kalimantan Barat
0.4042,109.1263,,1.3,1.1,2026-03-25,153,Terra,MODIS,75,61.03,,29.2,D,0,MODIS_SP,328.8,299.9,Kalimantan Barat
0.4058,109.1152,,1.3,1.1,2026-03-25,153,Terra,MODIS,82,61.03,,32.4,D,0,MODIS_SP,330.8,302.2,Kalimantan Barat
0.5421,109.0174,,1.2,1.1,2026-03-25,153,Terra,MODIS,64,61.03,,11.9,D,0,MODIS_SP,316.5,300.2,Kalimantan Barat
0.5518,109.0188,,1.2,1.1,2026-03-25,153,Terra,MODIS,58,61.03,,13.6,D,0,MODIS_SP,318.5,300.2,Kalimantan Barat
0.5942,109.0201,,1.2,1.1,2026-03-25,153,Terra,MODIS,61,61.03,,13.9,D,0,MODIS_SP,318.8,300.9,Kalimantan Barat
0.5958,109.0093,,1.2,1.1,2026-03-25,153,Terra,MODIS,76,61.03,,16.4,D,0,MODIS_SP,321.0,301.8,Kalimantan Barat
3.19657,113.84705,335.88,0.4,0.37,2026-03-25,600,N,VIIRS,n,2.0,298.01,3.93,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
0.6055,109.0106,,1.2,1.1,2026-03-25,153,Terra,MODIS,86,61.03,,31.9,D,0,MODIS_SP,331.0,301.6,Kalimantan Barat
-1.7924,110.1938,,1.8,1.3,2026-03-25,817,Aqua,MODIS,60,61.03,,21.4,D,0,MODIS_SP,317.6,289.1,Kalimantan Barat
-1.0281,109.9905,,1.8,1.3,2026-03-25,817,Aqua,MODIS,81,61.03,,66.8,D,0,MODIS_SP,334.4,289.7,Kalimantan Barat
-0.8141,109.4294,,1.6,1.3,2026-03-25,817,Aqua,MODIS,65,61.03,,16.9,D,0,MODIS_SP,317.4,296.6,Kalimantan Barat
-0.1932,109.3362,,1.6,1.3,2026-03-25,817,Aqua,MODIS,68,61.03,,54.0,D,0,MODIS_SP,336.9,301.3,Kalimantan Barat
-0.1911,109.3504,,1.6,1.3,2026-03-25,817,Aqua,MODIS,87,61.03,,62.4,D,0,MODIS_SP,339.5,300.4,Kalimantan Barat
-0.1747,109.299,,1.6,1.3,2026-03-25,817,Aqua,MODIS,83,61.03,,37.9,D,0,MODIS_SP,328.7,299.6,Kalimantan Barat
0.3345,109.0922,,1.6,1.2,2026-03-25,817,Aqua,MODIS,79,61.03,,29.4,D,0,MODIS_SP,324.0,295.3,Kalimantan Barat
-0.2631,109.493,,1.4,1.2,2026-03-25,153,Terra,MODIS,62,61.03,,8.2,D,0,MODIS_SP,310.7,294.0,Kalimantan Barat
-0.70732,114.47401,344.89,0.4,0.37,2026-03-25,559,N,VIIRS,n,2.0,293.73,21.84,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-0.2648,109.5049,,1.4,1.2,2026-03-25,153,Terra,MODIS,59,61.03,,7.7,D,0,MODIS_SP,310.2,293.4,Kalimantan Barat
3.9081,108.1362,,1.0,1.0,2026-03-25,152,Terra,MODIS,57,61.03,,10.9,D,0,MODIS_SP,315.7,286.9,Malaysia/Brunei (Borneo)
-0.73623,114.39796,326.33,0.4,0.37,2026-03-25,559,N,VIIRS,n,2.0,285.44,1.46,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-0.82682,114.92255,331.28,0.41,0.37,2026-03-25,559,N,VIIRS,n,2.0,292.55,1.82,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-0.83468,112.40382,329.79,0.39,0.36,2026-03-25,559,N,VIIRS,n,2.0,289.27,2.28,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-1.05807,109.73109,331.03,0.48,0.4,2026-03-25,559,N,VIIRS,n,2.0,295.05,2.56,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.08963,110.4092,334.24,0.45,0.39,2026-03-25,559,N,VIIRS,n,2.0,292.49,7.76,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.12331,109.74969,343.14,0.48,0.4,2026-03-25,559,N,VIIRS,n,2.0,306.3,84.36,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.48092,110.11259,341.35,0.47,0.39,2026-03-25,559,N,VIIRS,l,2.0,293.24,33.46,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-1.62323,110.08156,329.77,0.47,0.4,2026-03-25,559,N,VIIRS,n,2.0,284.01,3.85,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-2.31226,110.15159,328.96,0.47,0.4,2026-03-25,559,N,VIIRS,l,2.0,297.03,5.85,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-2.31465,110.16066,338.89,0.47,0.4,2026-03-25,559,N,VIIRS,l,2.0,295.7,8.74,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-2.66043,111.16306,346.03,0.43,0.38,2026-03-25,559,N,VIIRS,n,2.0,296.03,5.29,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.66394,111.16358,348.0,0.43,0.38,2026-03-25,559,N,VIIRS,n,2.0,296.45,6.79,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.70182,110.77374,333.73,0.45,0.39,2026-03-25,559,N,VIIRS,n,2.0,292.04,4.67,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
-2.77868,110.41579,332.59,0.46,0.39,2026-03-25,559,N,VIIRS,n,2.0,297.16,3.94,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
-2.94046,115.23847,336.53,0.4,0.37,2026-03-25,559,N,VIIRS,n,2.0,297.27,4.98,D,0,VIIRS_SNPP_SP,,,Kalimantan Selatan
0.3856,109.1216,,1.6,1.2,2026-03-25,817,Aqua,MODIS,74,61.03,,62.4,D,0,MODIS_SP,338.1,294.8,Kalimantan Barat
3.8992,108.1349,,1.0,1.0,2026-03-25,152,Terra,MODIS,61,61.03,,11.1,D,0,MODIS_SP,315.8,286.5,Malaysia/Brunei (Borneo)
-1.7248,110.1445,,1.6,1.2,2026-03-25,153,Terra,MODIS,25,61.03,,7.0,D,0,MODIS_SP,302.3,277.8,Kalimantan Barat
0.76529,117.11985,332.58,0.53,0.42,2026-03-25,600,N,VIIRS,n,2.0,298.81,2.55,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.3366,109.1061,,1.6,1.2,2026-03-25,817,Aqua,MODIS,62,61.03,,11.7,D,0,MODIS_SP,314.2,293.6,Kalimantan Barat
0.76648,116.67259,332.06,0.5,0.41,2026-03-25,600,N,VIIRS,n,2.0,299.3,3.32,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
2.64349,113.25362,343.59,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,297.95,15.0,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.64014,113.25414,342.64,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,298.24,15.0,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.56751,111.6426,337.82,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,298.58,4.24,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.44415,112.05682,336.42,0.39,0.36,2026-03-25,600,N,VIIRS,l,2.0,306.5,3.87,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.06978,111.90289,346.19,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,297.89,27.54,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
1.92906,111.88947,331.48,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,291.18,9.1,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
1.8912,113.19208,336.19,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,293.92,4.46,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
1.70072,109.46583,340.26,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,305.98,7.8,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.7001,109.46177,349.13,0.46,0.39,2026-03-25,600,N,VIIRS,n,2.0,305.72,6.57,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.69948,109.45768,333.94,0.46,0.39,2026-03-25,600,N,VIIRS,n,2.0,305.43,6.57,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.69884,109.4535,337.37,0.46,0.39,2026-03-25,600,N,VIIRS,n,2.0,302.33,4.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.69819,109.4493,335.75,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,304.5,4.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.69772,109.47047,334.32,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,308.97,7.8,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.69647,109.46226,350.34,0.46,0.39,2026-03-25,600,N,VIIRS,n,2.0,309.27,6.57,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.69583,109.4581,336.84,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,308.86,6.57,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.6952,109.45399,345.4,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,307.79,4.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.69455,109.44978,339.12,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,307.1,4.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
2.65019,113.25261,335.05,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,297.76,5.95,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
1.69391,109.44558,347.39,0.46,0.39,2026-03-25,600,N,VIIRS,n,2.0,302.18,14.02,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
2.653,113.2486,337.32,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,301.23,5.93,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.6597,113.24759,339.71,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,303.27,7.09,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.19141,113.62991,333.66,0.4,0.37,2026-03-25,600,N,VIIRS,n,2.0,300.53,5.57,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.19032,113.62274,340.32,0.4,0.37,2026-03-25,600,N,VIIRS,n,2.0,302.2,10.9,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.18978,113.61916,349.61,0.4,0.37,2026-03-25,600,N,VIIRS,n,2.0,303.52,5.52,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.18923,113.61556,336.22,0.4,0.37,2026-03-25,600,N,VIIRS,n,2.0,297.47,5.52,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.18694,113.62325,338.12,0.4,0.37,2026-03-25,600,N,VIIRS,n,2.0,300.13,3.6,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.09202,114.03084,333.66,0.41,0.37,2026-03-25,600,N,VIIRS,n,2.0,303.46,4.43,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.08009,112.92117,333.6,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,296.14,2.4,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.07154,112.79796,341.18,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,296.38,6.62,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.07101,112.79448,353.19,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,295.5,11.74,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
0.76575,117.07077,344.08,0.53,0.42,2026-03-25,600,N,VIIRS,n,2.0,295.13,16.69,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
3.06821,112.79845,348.65,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,297.87,34.37,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.06768,112.79499,344.57,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,304.03,101.67,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.06715,112.79152,342.59,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,299.78,101.67,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
3.06488,112.79897,346.59,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,301.43,34.37,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.99168,113.29704,330.25,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,294.5,5.23,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.87391,113.03208,347.43,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,294.36,5.65,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.76147,111.96461,347.39,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,307.01,5.9,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
2.65635,113.24809,339.78,0.39,0.36,2026-03-25,600,N,VIIRS,n,2.0,303.14,5.93,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
1.69283,109.46272,344.91,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,308.96,7.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
2.87249,112.31216,344.08,0.38,0.36,2026-03-25,600,N,VIIRS,n,2.0,303.37,6.06,D,0,VIIRS_SNPP_SP,,,Malaysia/Brunei (Borneo)
1.6917,115.11203,333.87,0.43,0.38,2026-03-25,600,N,VIIRS,n,2.0,294.41,4.8,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.98764,117.08536,334.2,0.53,0.42,2026-03-25,600,N,VIIRS,n,2.0,300.46,3.81,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.95583,117.16473,342.29,0.54,0.42,2026-03-25,600,N,VIIRS,n,2.0,299.87,9.86,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.95515,117.16273,335.64,0.54,0.42,2026-03-25,600,N,VIIRS,n,2.0,299.96,4.6,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.92877,118.45248,331.96,0.43,0.46,2026-03-25,600,N,VIIRS,n,2.0,297.23,1.51,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.92823,118.45257,336.96,0.43,0.46,2026-03-25,600,N,VIIRS,n,2.0,297.29,2.36,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.90207,114.67297,327.64,0.41,0.37,2026-03-25,600,N,VIIRS,n,2.0,288.07,1.89,D,0,VIIRS_SNPP_SP,,,Unknown (perbatasan/laut - cek manual)
0.76677,116.67155,330.38,0.5,0.41,2026-03-25,600,N,VIIRS,l,2.0,300.43,3.55,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.77343,116.99189,334.36,0.52,0.42,2026-03-25,600,N,VIIRS,n,2.0,300.63,55.37,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.77735,117.06903,336.05,0.53,0.42,2026-03-25,600,N,VIIRS,n,2.0,297.79,3.91,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.77973,113.06128,347.23,0.38,0.36,2026-03-25,600,N,VIIRS,n,2.0,297.88,7.81,D,0,VIIRS_SNPP_SP,,,Kalimantan Tengah
0.78596,116.97105,334.94,0.52,0.42,2026-03-25,600,N,VIIRS,n,2.0,299.93,6.57,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.79261,116.91257,335.77,0.52,0.41,2026-03-25,600,N,VIIRS,n,2.0,301.54,5.64,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.79334,116.91724,335.88,0.52,0.41,2026-03-25,600,N,VIIRS,n,2.0,301.18,7.57,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.81636,116.77247,333.92,0.51,0.41,2026-03-25,600,N,VIIRS,n,2.0,300.85,7.9,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
1.69219,109.4586,340.89,0.46,0.39,2026-03-25,600,N,VIIRS,l,2.0,308.23,7.96,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
0.82431,116.98103,334.87,0.52,0.42,2026-03-25,600,N,VIIRS,n,2.0,301.11,7.31,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
0.82816,116.98047,337.95,0.52,0.42,2026-03-25,600,N,VIIRS,n,2.0,302.02,7.31,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
1.00893,117.14669,336.62,0.54,0.42,2026-03-25,600,N,VIIRS,n,2.0,299.45,6.4,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
1.03623,112.83441,336.1,0.38,0.36,2026-03-25,600,N,VIIRS,n,2.0,300.96,3.31,D,0,VIIRS_SNPP_SP,,,Unknown (perbatasan/laut - cek manual)
0.91156,110.7805,332.54,0.42,0.37,2026-03-25,600,N,VIIRS,l,2.0,299.81,4.91,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.08856,117.12003,335.66,0.54,0.42,2026-03-25,600,N,VIIRS,n,2.0,303.21,20.98,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
1.69092,109.45027,342.97,0.46,0.39,2026-03-25,600,N,VIIRS,n,2.0,306.54,6.61,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.04783,117.16605,337.67,0.54,0.42,2026-03-25,600,N,VIIRS,n,2.0,302.62,29.92,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
1.68406,115.10918,335.95,0.43,0.38,2026-03-25,600,N,VIIRS,n,2.0,292.29,4.31,D,0,VIIRS_SNPP_SP,,,Kalimantan Timur
1.53719,109.19978,346.33,0.48,0.4,2026-03-25,600,N,VIIRS,n,2.0,300.89,9.42,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
1.35936,109.14173,338.49,0.48,0.4,2026-03-25,600,N,VIIRS,l,2.0,309.64,85.83,D,0,VIIRS_SNPP_SP,,,Kalimantan Barat
